DOI,Sentence
10.1371_journal.pone.0012758,"We modeled group size for wildebeest and zebra as a function of habitat type, season and lion UD using generalized linear models in SPSS 15.0."
10.1371_journal.pone.0086283,We fit the conditional likelihood methods and estimated model parameters using maximum likelihood methods and routines in Stata 11.
10.1371_journal.pone.0161097,We used the method of random number table by SPSS to select the towns and villages.
10.1371_journal.pone.0194178,"The SPSS 22.0 software package, Chinese version, was used to analyse the data."
10.1371_journal.pone.0107543,All analyses were conducted using Stata V.11 [16].
10.1371_journal.pntd.0006622,"Data analysis was performed in Stata, version 15.0, and R, version 3.4.0."
10.1371_journal.pone.0032564,"A general linear model with 1 factor (Minitab® v15.0, α = 5%) was used to compare times to initial movement and times to trial completion (when earthworm reached the central region or the edge of the arena) when different numbers of earthworms were presented."
10.1371_journal.pone.0093821,GraphPad Prism 5.02 was used for statistical calculations.
10.1371_journal.pone.0042889,"All statistical analyses were performed using SPSS 15.0.1 for Windows (SPSS Inc., Chicago, IL, USA, 2006)."
10.1371_journal.pone.0139337,The SAS and SAS-M (Table A in S1 Text).Malay version of the Internet Addiction Test.+++End Section+++
10.1371_journal.pntd.0004424,Recurring topics were explored more in depth by revisiting the original transcripts and grouping relevant quotes in Microsoft Excel.
10.1371_journal.pone.0156150,"and the Matlab, R: and C software routines they used were used in this analysis [44,103]."
10.1371_journal.pone.0025948,Statistical analyses were performed using SPSS© version 18.0 (Statistical Package for the Social Sciences).
10.1371_journal.pone.0168748,Descriptive statistics were performed using Graphpad Prism 6.
10.1371_journal.pone.0040101,"All meta-analyses and statistical analyses in the pooled individual-level data were performed using Stata SE 11.0 (Stata Corporation, College Station, Texas, USA)."
10.1371_journal.pone.0170973,We used MATLAB to run the task and collect participants’ responses.
10.1371_journal.pone.0032002,"All statistical analyses were conducted using the computer program SPSS (version 18.0, SPSS, Inc., Chicago, IL)."
10.1371_journal.pone.0185661,"All analyses accounted for complex survey design using SUDAAN 11.0 (RTI, Research Triangle Park, North Carolina) and were weighted to account for the selection of HCHS/ SOL participants with unequal probabilities [24] and were performed using SAS version 9.3 (SAS Institute, Cary, NC) and SUDAAN release 11.0.1 (RTI International, Research Triangle Park, NC)."
10.1371_journal.pone.0197023,"Generalized Linear Mixed Models (GLMM) analyses were conducted, using IBM SPSS Statistics, Version 25, to examine the effects of tDCS on patients’ performance on social cognitive, neurocognitive, and EEG measures."
10.1371_journal.pone.0167719,These data were analysed using SPSS (version 21) for Windows.
10.1371_journal.pone.0195163,"We used STATA 13.0 (College Station, TX) for all analyses."
10.1371_journal.pone.0197961,All statistical analyses were conducted using SPSS Statistics 23.0 and AMOS version 23.0.
10.1371_journal.pone.0167398,SPSS 18.0 and Mplus 7.0 (using an exploratory LPA) were used to analyze the data.
10.1371_journal.pone.0147274,The data was analysed using EpiData Analysis software (Version 3.1.80) and Stata (Version 12).
10.1371_journal.pone.0155617,Scores were calculated using the “PCA” and “predict” commands in Stata.
10.1371_journal.pone.0149395,All analyses were undertaken using the IBM SPSS 22 software.
10.1371_journal.pone.0033690,All analyses were performed with SAS software 8.2 (USA).
10.1371_journal.pone.0096355,"In order to analyse the relationships between ‘number of teeth’ and anthropometric measures, we categorised participants into five approximately equal sized groups (using xtile in stata) based on number of paired of teeth (teeth are known to erupt in pairs), both for clarity and to maximize statistical power."
10.1371_journal.pone.0048076,"Once extracted, ROI βs were submitted for analysis in SPSS."
10.1371_journal.pone.0175923,All data were analyzed with SPSS version 21.0 [34].
10.1371_journal.pone.0137126,"Rxy(τ)=1Nt−1∑tNt−τ(x(t+τ)−x¯)(y(t)−y¯)σxσy(1)The linear trend of time series signals (x(t) and y(t)) was excluded using the “detrend” function of MATLAB (The MathWorks Inc, USA) and the signals were filtered using Hanning windows of the same size as the data length before their cross correlation was calculated (the MATLAB’s “detrend” function computes the least-squares fit of a straight line to the data in question and subtracts the resulting function from the data)."
10.1371_journal.pone.0178359,"On average, the online survey took approximately 10–15 minutes to complete and data collected was downloaded from Questionpro in SPSS’s data file format."
10.1371_journal.pone.0158056,All analyses were conducted using STATA v9 and all p-values refer to two-tailed tests.
10.1371_journal.pone.0094295,All the analyses in this paper were performed with STATA 11.0 software.
10.1371_journal.pone.0092862,Statistical analyses were performed using PASW Statistics version 18 for Windows (SPSS Inc.).
10.1371_journal.pone.0008775,"All statistical analyses were performed using the statistical package SAS, version 9.1 (SAS Institute, Inc., Cary, North Carolina)."
10.1371_journal.pone.0049714,"The data was analyzed using SPSS® version 17.0 (SPSS Inc., Chicago, IL, USA) for Windows®."
10.1371_journal.pone.0066353,All analysis was completed using Stata Version 11.0.
10.1371_journal.pone.0081836,Interviews were transcribed and then manually coded using Microsoft Word and Excel.
10.1371_journal.pone.0129805,"All statistical analyses were conducted using SPSS Statistics 22 (Dynelytics, Zurich, Switzerland)."
10.1371_journal.pone.0131604,"All statistical analyses were performed using SPSS version 19 (IBM Corp., Armonk, NY)."
10.1371_journal.pone.0205887,All analyses were run in SPSS 25.
10.1371_journal.pone.0146886,Lesion and whole brain areas for each slice were brought into Excel for final volume calculations.
10.1371_journal.pone.0100188,"Statistics were carried out using PASW Statistic 18 software (SPSS Inc., Chicago, IL, USA)."
10.1371_journal.pone.0190921,"Here, we used a derivative of a Gaussian filter as a temporal gradient filter suggested by Simoncelli and colleagues [28] (see also MATLAB built-in function opticalFlowLKDoG)."
10.1371_journal.pone.0041805,"Results were computed using SPSS ver.15 (SPSS Inc, Illinois, USA), employing the ‘Complex Samples’ procedure required when using probability weights."
10.1371_journal.pone.0170204,"Crude and adjusted relative risks (RR) for dependence at 12, 24 and 36 months were statistically assessed by Poisson regression model using Statistical Analysis System software version 9.2 with PROC GENMOD (SAS Institute Inc, Cary, NC) [21,22]."
10.1371_journal.pone.0012758,"Group composition, as measured by the proportion of females in each group (arcsin transformed for analysis), was similarly modeled using generalized linear models in SPSS 15.0."
10.1371_journal.pone.0002868,"ANOVAs were also performed with a between-subject factor of “attachment style” (SAS, AXS, or AVS, as determined individually by AAQ scores), to examine whether these individual traits would modulate visual inspection times, but these analyses showed no main effect of attachment nor interaction with conditions (all Fs<1.1)."
10.1371_journal.pone.0185733,"Instead, we applied a custom built MATLAB routine (using the speech processing toolbox ‘voicebox’ in MATLAB v. R2014a) to extract acoustic ‘features’ (mel-frequency cepstral coefficients; MFCCs) from single screams and chorus excerpts."
10.1371_journal.pone.0154496,"Statistically significant moderation paths (see Fig 2) were probed using PROCESS, an add-on for SPSS [32]."
10.1371_journal.pone.0171782,All statistical tests were analysed using IBM SPSS version 22.
10.1371_journal.pone.0043294,The models were run using xtlogit in Stata 11.2 with a maximum likelihood estimation procedure.
10.1371_journal.pone.0106749,"Statistical analysis was performed with SPSS version 20 software (IBM Corporation, Armonk, New York, USA)."
10.1371_journal.pone.0048740,The resampling procedures were conducted in Microsoft Excel 2010 using VBA code written by FAC (Appendix S2).
10.1371_journal.pone.0052206,"Outcomes were analyzed using unweighted linear or logistic regression (SAS/STAT software, version 9.2)."
10.1371_journal.pone.0201099,All statistical analyses were conducted using IBM SPSS Statistics 21.
10.1371_journal.pone.0138024,"[3] Analyses were performed using Stata 13.1 survey statistical methods that incorporated NHIS supplied probability weights, strata and primary sampling unit data."
10.1371_journal.pone.0046047,"We therefore used Multiple Imputation with 5 imputations applying a set seed using the ice package in Stata version 11.2, to ensure that our analysis would provide unbiased estimates."
10.1371_journal.pone.0208849,"Data were edited, coded and entered using EPI Info version 3.02 and then transferred to Stata version 14.2 for statistical analysis."
10.1371_journal.pone.0190117,"Apart from Microsoft Excel [20] used to manage qualitative data, the statistical software Stata version 12 [21] was used to generate Table 1."
10.1371_journal.pone.0173293,Statistical analysis was carried out by SPSS 13.0 software and P<0.05 (two-tailed) was viewed as statistically significant.
10.1371_journal.pone.0016606,"Repeatability was determined using the intraclass correlation coefficient (τ), obtained from an analysis of variance (ANOVA, implemented in SAS version 9.1 (SAS Institute Inc., Cary, NC, USA)) and the equation for repeatability [32]."
10.1371_journal.pone.0088265,Statistical analyses were performed in SPSS 19.0 and R 3.0.1 [42].
10.1371_journal.pone.0197377,Analyses were performed with the statistical software SPSS v.21 and in all cases was established as statistically significant a p-value < 0.05.
10.1371_journal.pone.0056041,"Additional tests were conducted using SPSS 19.0, and all tests were two-tailed."
10.1371_journal.pone.0193273,The newey-west regression and robust regression in the Stata were used to correct the autocorrelation and heteroskedasticity.
10.1371_journal.pone.0094936,"To estimate variances from our stratified and clustered survey data, we employed Taylor Series Linearization (TSL) implemented in the Complex Sample module in SPSS V20.0."
10.1371_journal.pcbi.1000966,"We then compute the sample skewness and the sample kurtosis of the collection of all these differences, and use Matlab's Jarque-Berra test to check normality."
10.1371_journal.pone.0141953,"To estimate the prevalence of SRH and SRD by gender, we used STATA S.E."
10.1371_journal.pone.0095789,The MCMC simulation was conducted using the package rjags under R 3.0.3 and JAGS v 3.3.0 (further technical details are provided in the Supporting Information).
10.1371_journal.pbio.2005747,All previously published Vg sequences plus Vg sequences obtained by BLAST searches were used to construct an alignment using the web-based Clustal Omega tool (https://www.ebi.ac.uk/Tools/msa/clustalo/).
10.1371_journal.pone.0147518,"STATA (StataCorp, College Station, TX, USA), version IC 13.1, was used in all the statistical analyses."
10.1371_journal.pone.0094936,"To estimate variances from our stratified and clustered survey data, we employed Taylor Series Linearization (TSL) implemented in the Complex Sample module in SPSS V20.0."
10.1371_journal.pone.0148194,Data linkage was completed using Matlab.
10.1371_journal.pone.0010457,Graphs and statistical analysis were conducted by SPSS 17.0 and Excel 2007.
10.1371_journal.pone.0175352,We used IBM SPSS 22.0 for the quantitative analysis.
10.1371_journal.pone.0080980,"Data was analyzed using SPSS 19.0 (SPSS, Inc., Chicago, IL, USA)."
10.1371_journal.pone.0065504,"The data were entered into Epi Info version 6 and transferred into SPSS version 17 (SPSS Inc, Chicago, IL, USA)."
10.1371_journal.pone.0014069,"All analyses were performed using Statview Software (SAS, Cary, NC), with significance set at p≤0.05."
10.1371_journal.pone.0200332,Correlation coefficients were calculated with SPSS software version 21 [61] utilising the bivariate Pearson two-tailed analysis.
10.1371_journal.pone.0167542,Search results from each of the three priority databases were exported into Excel and titles and abstracts were reviewed by the primary author (MH) to identify articles that merited full text review.
10.1371_journal.pone.0020989,"To create the actual movie files, in house made scripts were used, created with Matlab software (MathWorks, Massachusetts, U.S.A.)."
10.1371_journal.pone.0194703,The software SPSS Version 24 was used for the analyses.
10.1371_journal.pone.0125233,Stata Version 13.0 was used for the age-sex standardised prevalence for obesity and diabetes and was calculated using the Australia 2011 Census.
10.1371_journal.pone.0032564,"The influence of branch length and earthworm choices on earthworm times to choose was studied with a general linear model test with 2 factors (Minitab® v15.0, α = 5%)."
10.1371_journal.pone.0035420,"All statistical modeling and analyses were conducted using PASW Statistics 18, Release Version 18.0.0 (SPSS, Inc., 2009, Chicago, IL, www.spss.com)."
10.1371_journal.pone.0023976,"Stata 11.1 was used for statistical analysis to calculate means, proportions and regressions."
10.1371_journal.pone.0207695,"The experimental routine was programmed using the Psychtoolbox-3 [56] for Matlab 2014a (Mathworks, Natick, MA)."
10.1371_journal.pone.0202107,"All analyses were performed using STATA version 14.1 (Stata Corporation, College Station, TX, USA) with survey (SVY) commands for the adjustment of the cluster sampling survey design."
10.1371_journal.pone.0210294,"The analysis was performed using SPSS 17 (PASW) for Windows (SPSS Inc., Chicago, Illinois, USA)."
10.1371_journal.pone.0014150,"Data analysis used in-house custom MATLAB scripts and involved both whole-brain voxel-wise and region of interest (ROI) analyses [18], to compare brain activity associated with the conditions of interest (e.g., trials with anxiety-inducing angry distracters vs. trials with neutral distracters)."
10.1371_journal.pone.0175260,All analyses were performed using the ESRI™ suite of ArcGIS 10.3 software and Stata/SE Software version 12.1 for Windows™.
10.1371_journal.pone.0206522,"Indirect effects within samples (mediation) were analyzed using Hayes’s ([53]; version 2.16) SPSS macro PROCESS for model 4, and indirect effect across samples (moderated mediation) were analyzed using Hayes’s SPSS macro PROCESS for model 8."
10.1371_journal.pone.0095894,"Statistical analyses were performed using SPSS for Windows software version 15.0 (SPSS Inc., Chicago, IL)."
10.1371_journal.pone.0065730,"Estimates and standard errors for long run effects, lagged short run effects and the instantaneous short run combined effect of same sex marriages contemporaneous with strong same sex unions were calculated using the delta method using the nlcom command in Stata."
10.1371_journal.pone.0137126,"Prior to model estimation, time series data were resampled to 5 Hz (40-point down-sampling using the “decimate” function of MATLAB to have appropriate time intervals of the estimation (the MATLB’s “decimate” function applies a 30th order, low-pass finite impulse response (FIR) filter to the original time series for data resampling)."
10.1371_journal.pone.0023976,"Stata 11.1 was used for statistical analysis to calculate means, proportions and regressions."
10.1371_journal.pone.0170170,Stata version 12.0 SE was used for all analyses.
10.1371_journal.pone.0047203,"15.0 (SPSS Inc., Tokyo, Japan) was used for all data analysis."
10.1371_journal.pone.0153714,"Data analyses were conducted using the SPSS 16.0 software package (SPSS Inc. Chicago, USA)."
10.1371_journal.pone.0048671,Data was analysed using STATA 11.2 [44].
10.1371_journal.pone.0055248,We analyzed the data using the statistical package for social sciences (SPSS 12).
10.1371_journal.pone.0205973,"Then, the hypotheses were tested with OLS Ordinary Least Square through the PROCESS macro for SPSS, which assesses the conditional indirect effects [38]."
10.1371_journal.pone.0188666,"Researchers conducted analyses using Stata statistical software, version 14."
10.1371_journal.pone.0197454,"IBM SPSS Statistics, version 22.0 for Windows [64] was used for the statistical analyses."
10.1371_journal.pone.0122318,"The statistical analysis was performed using the Statistical Package for Social Sciences (SPSS for Windows, version 19.0; IBM Corp, Armonk, New York, USA)."
10.1371_journal.pone.0150331,"Statistical analyses were conducted by using SAS software, version 9.3 [PROC GENMOD, with options REPEATED, CORR = IND, and DIST = NORMAL; SAS Institute, Inc., Cary, NC]."
10.1371_journal.pone.0072359,"SPSS 18.0 (Chicago, IL, USA) was used for all analyses."
10.1371_journal.pone.0138293,"Statistical analyses were conducted using GraphPad InStat version 3.10 (GraphPad Software, Inc., La Jolla, CA, USA)."
10.1371_journal.pone.0190049,"The Excel tool included the finalized list of stakeholder validated criteria, desired effect direction of criteria and measurement scales listed by category with replicated sections for each of the three intervention domains (research, surveillance, prevention and control)."
10.1371_journal.pbio.1001940,"The residual GM effect size (after age, weight, sex, and number of scans included was controlled) was calculated and correlated with social group size with nonparametric bivariate analyses in SPSS."
10.1371_journal.pone.0194740,We analyzed our data using SPSS (version 24.0).
10.1371_journal.pone.0090577,Data were analyzed with SAS 9.2.
10.1371_journal.pmed.1002459,"In our study, it was calculated by fitting model 2 to the first set of imputed data and then using the punafcc package in STATA 14."
10.1371_journal.pone.0194203,"All regression analyses were conducted using Proc Glimmix in SAS 9.3 (SAS Institute, Cary, NC, USA)."
10.1371_journal.pone.0207113,"The 15 s audio recordings for each of the twenty trials of the parents and the children were imported into MaxQDA (Version 12), for the coding of the audio track."
10.1371_journal.pone.0101877,"Statistical analysis was performed using SPSS version 19.0 (SPSS Inc., Illinois, USA) and the significance level was set at P<0.05."
10.1371_journal.pone.0209154,SPSS 20.0 was used to conduct data analysis.
10.1371_journal.pone.0004659,"Our survey results were analyzed using descriptive statistics, Pearson's chi2, Wilcoxon sign rank, and Kruskal-Wallis mean rank tests in STATA."
10.1371_journal.pone.0137304,"All statistical analyses were conducted using IBM SPSS, Version 22."
10.1371_journal.pone.0201974,Structural Equation Modeling (SEM) was conducted using Stata 15.0 to assess the interrelationship between variables associated with lifetime physical IPV.
10.1371_journal.pone.0190746,The data were analyzed using SPSS (v. 16.0).
10.1371_journal.pone.0075009,"We performed all analysis using SAS statistical software, version 9.2 (SAS Institute Inc, Cary, NC)."
10.1371_journal.pone.0130994,"The models were estimated using MLwiN 2.25 software from within Stata 13 software, using the user-written subroutine 'runmlwin', and Markov Chain Monte Carlo (MCMC) methods [49]."
10.1371_journal.pone.0156868,Analyses were conducted using STATA 13/SE;[28] sample weights were used to account for the MCS complex survey design and cohort attrition over time.
10.1371_journal.pone.0027014,"The statistical calculations were performed using GraphPad Prism version 5.03 for Windows (GraphPad Software, San Diego, USA)."
10.1371_journal.pone.0189574,Further data editing used SQL and SPSS software.
10.1371_journal.pone.0186992,"The statistical analysis was done with Stata 14.1 (Stata Corp LP, College station, Texas)."
10.1371_journal.pone.0160706,"The survey forms were scanned using an optical character recognizing (OCR) machine and data were analyzed using STATA 10.1 for Windows (Stata Corp, College Station, TX, USA) software."
10.1371_journal.pone.0060637,Data analyses were performed using SPSS software version 19.0.
10.1371_journal.pone.0205197,"Moreover, to assess the statistical significance of the frequency of interactions won, we performed a binomial test using the GraphPad software (www.graphpad.com)."
10.1371_journal.pone.0058847,Statistical analysis was performed using Excel (Microsoft) and OriginPro ver 7.5 (OriginLab).
10.1371_journal.pone.0145553,Data was analyzed using IBM SPSS Statistics 18.0.
10.1371_journal.pone.0190578,"Statistical analyzes were performed using the STATA version 13 application (StataCorp, College Station, Texas, USA) and the thematic maps were constructed using the QGIS software version 2.12.3 (OSGeo, Beaverton, OR, USA)."
10.1371_journal.pone.0199862,"For both approaches we used the GLIMMIX procedure in SAS University Edition Software (SAS Institute, Cary, NC)."
10.1371_journal.pone.0015118,All analyses were carried out in R (version 2.8.0) and Matlab (version 2009b).
10.1371_journal.pone.0081237,For the permutation test we used Matlab v. 7.10.0.499.
10.1371_journal.pone.0126010,All analyses were performed using Stata/SE 11.2 software for Mac(R).
10.1371_journal.pone.0104136,The API calls can be run on a specific tab in the Excel to analyze tweets.
10.1371_journal.pone.0185733,"All statistical tests were performed with SPSS (version 21, SPSS Inc., Chicago, IL, U.S.A.)."
10.1371_journal.pone.0127881,Results were analyzed in Stata (version 13.1).
10.1371_journal.pone.0149911,Data were analyzed using IBM SPSS Statistics version: 20.
10.1371_journal.pone.0147595,"The effect of drug treatment, cage type, and their interaction on total behavioural frequency, as well as frequency and duration of rear-only, rear-move, sit, walk and groom self were analysed using a mixed model in SAS (v.9.3) following [52]."
10.1371_journal.pone.0200604,The analyses were conducted in IBM SPSS Statistics 21 Advanced Model.
10.1371_journal.pone.0156680,"Once the tasks were complete, the participant was asked to orally answer a questionnaire designed to measure the degree of technology acceptance while the experimenter recorded the data on a notebook computer Excel sheet."
10.1371_journal.pone.0040529,Data from the surveys were double-entered and analyzed using SPSS ver.
10.1371_journal.pone.0158802,"Reported morbidity and comorbidity of needs (speech-language alone; SEB alone; comorbid speech-language and SEB) was entered as a nominal outcome in a multinomial logistic regression model, using the mlogit command in Stata, so as to examine the relative risk associated with specific family and community characteristics, compared to children without speech-language or SEB needs."
10.1371_journal.pone.0089513,All analyses were performed using SAS version 9.2 (SAS Institute Inc. USA).
10.1371_journal.pone.0046449,All analyses were conducted using SPSS Version 15.0 for Windows.
10.1371_journal.pone.0194731,The data were manually entered into a database and analysed using the Statistical Package for the Social Sciences software (IBM SPSS Statistics 18).
10.1371_journal.pone.0057203,"Data were double-entered into a predesigned EpiData 3.1 database with validation checks, and exported to Stata 10.0 for analysis."
10.1371_journal.pmed.1002214,"All analyses were conducted using statistical software STATA 14 (StataCorp, 2009)."
10.1371_journal.pone.0146691,"All the processing, analyses, and machine learning were conducted using the MATLAB software package (version R2009a and R2015a, Mathworks Inc., Natick, MA, USA)."
10.1371_journal.pone.0056941,All analysis was conducted using Stata.
10.1371_journal.pone.0171320,"The data were analyzed with SPSS software (IBM SPSS Statistics for Windows version 22.0, Armonk, NY: IBM Corp., under license to the Central Computer System of the University of Malaga, Spain)."
10.1371_journal.pone.0171226,"Statistical analysis was undertaken using the Statistical Package for Social Sciences (SPSS) for Windows, version 21."
10.1371_journal.pone.0126284,PROC MIXED procedure in SAS 9.2 was used to analyze all of the above data.
10.1371_journal.pone.0045715,Significance values for the fit to the cosine model were calculated in MATLAB.
10.1371_journal.pone.0016606,"Repeatability was determined using the intraclass correlation coefficient (τ), obtained from an analysis of variance (ANOVA, implemented in SAS version 9.1 (SAS Institute Inc., Cary, NC, USA)) and the equation for repeatability [32]."
10.1371_journal.pone.0032311,Models were run using the MATLAB routine REGRESSIONv2.m described in [54].
10.1371_journal.pone.0042083,"Statistical analyses were performed using STATA version 11 (StataCorp, College Station, TX)."
10.1371_journal.pone.0198423,"With the aim of further refining the variable assessment of the phenomenon and attending to its specificity, an extra field ‘general comments’ was added to the Excel matrix, which allowed us to qualitatively address specific aspects that had driven the usage of a specific code and that later would help us to refine the definition by category and code."
10.1371_journal.pone.0187954,Descriptive and inferential analyses were completed using SPSS 22.
10.1371_journal.pone.0062701,Data from the tracking software was converted into Microsoft Excel format to allow further data analysis.
10.1371_journal.pone.0039384,"Using Psychophysics toolbox for MATLAB, the stimuli were presented using an LCD projector (AVOTEC) that projected images onto a screen located behind the subject’s head."
10.1371_journal.pone.0195973,"The hypothesized relationships were assessed using the PROCESS macro for SPSS [62] with Model 5, which estimates the indirect effect of X (Job characteristics) on Y (Psychological Work Ability/Job mobility Intentions) through the mediator M (Motivational Orientations), with a moderating role played by W (Age) in the X → Y (Job characteristics → Psychological Work Ability/Job mobility Intentions) relationship."
10.1371_journal.pone.0119132,Statistical analyses were performed using JAGS Gibbs-sampling environment [43] and R 3.0.3 [44].
10.1371_journal.pone.0104333,"We used the Statistical Package for Social Sciences (SPSS for Windows, version 16.0, SPSS Inc., Chicago, IL) in the statistical analyses process."
10.1371_journal.pone.0174605,All HRQOL responses were transferred to an excel-based database and all measures were scored according to each measure´s instructions.
10.1371_journal.pone.0191728,Calculations were performed using STATA 14.
10.1371_journal.pone.0181032,The data were analyzed using statistical software STATA version 13 and statistical package for social science (SPSS) version 22.
10.1371_journal.pntd.0005939,"The data were entered into an Excel database (Excel Version 2013, Microsoft, Redmont, Washington, USA) and checked for errors which might have occurred during data entry."
10.1371_journal.pone.0190033,This 20% was selected with the statistical software SPSS.
10.1371_journal.pone.0139337,We estimated the sample size to be at least 165 based on the calculation of five cases per item in the SAS (which has a total of 33 items) [29].
10.1371_journal.pone.0181961,The Gannet GABA analysis toolkit for Matlab was used to analyse GABA data [41].
10.1371_journal.pgen.1007338,We set an E-value threshold of ≤1e-4 and bit score threshold of ≥ 40 for BLAST hits.
10.1371_journal.pone.0113853,"As we administered two additional measures of schizotypy (SAS and PAS) that were not included in these past factor analytic studies, we added these to the existing four-factor model using theoretical assumptions by placing the SAS score on the Negative factor, and PAS on the Cognitive-Perceptual factor."
10.1371_journal.pone.0085005,"The SAS version 9.1.3 program package was used for all analyses (SAS Institute, Inc., Cary, NC, USA)."
10.1371_journal.pone.0180764,"As preference for future living arrangement was a non-ordered categorical variable, a multinomial regression model was performed using SPSS Version 20.0 (IBM SPSS, Armonk, NY, USA) to estimate the associations between various attributes and preferences for future living arrangements."
10.1371_journal.pone.0003397,Analyses were performed with JMP (SAS Institute Inc.).
10.1371_journal.pone.0157630,"All analyses were conducted using SAS version 9.1.3 (SAS Institute, Cary, North Carolina, U.S.A.)."
10.1371_journal.pone.0174100,Off-line EEG processing and analyses were performed by adopting custom MATLAB (MathWorks) scripts using functions from the EEGLAB environment [38].
10.1371_journal.pone.0037612,"Statistical analyses were performed with SigmaPlot 11.0 (Systat, Inc., San Jose, CA.)"
10.1371_journal.pone.0093408,Clean sequences were subjected to NCBI BLAST to confirm that the isolates were E. coli (>95% of isolates were assigned to E. coli; others were excluded from further analyses).
10.1371_journal.pone.0106325,Charts were created using MS Excel to compare data across and within cases.
10.1371_journal.pone.0057725,All statistical analyses aside from the CFA were performed using STATA version 11 [28].
10.1371_journal.pone.0184622,Tracking was performed using Ctrax [67] including the provided Matlab toolboxes for subsequent correction and analysis of tracking data.
10.1371_journal.pone.0038524,"We analyzed data using JMP® v.8.0 (SAS Institute Inc., Cary, NC), comparing males and females for all variables using a t-test and considered results significant if α≤0.05 [47]."
10.1371_journal.pone.0032677,"All statistics were calculated using the software, SPSS."
10.1371_journal.pone.0090130,"Analyses were conducted using STATA Version 13 for Windows (College Station, TX, USA)."
10.1371_journal.pone.0140085,Data were inputted into a Microsoft Excel file after being anonymised.
10.1371_journal.pone.0191464,"Statistical analysis was performed using the IBM SPSS Statistics 20 (IBM Inc., Chicago, IL)."
10.1371_journal.pone.0033461,"All analyses were carried out in MATLAB (The MathWorks, Natick, MA)."
10.1371_journal.pone.0161842,Frequency distributions were calculated using the statistical package Stata 13.0.
10.1371_journal.pone.0021066,"SPSS version 16 for Mac OS 10.5 was used to run the linear mixed effect models, significance levels were set at 0.05, and two-tailed probability values are quoted."
10.1371_journal.pone.0112905,Normalized cell proportions for each auditory forebrain region were analyzed with two-way ANOVA (SAS software).
10.1371_journal.pone.0200165,The subsequent analyses were conducted using SAS software [17].
10.1371_journal.pone.0090938,SPSS for windows version 20.0 was used.
10.1371_journal.pone.0118305,All the statistical analyses were implemented with the statistical software SAS 9.2 [21].
10.1371_journal.pone.0169482,Analyses were conducted using Stata Version 12.
10.1371_journal.pone.0200535,"Finally, mediation models of the mismatch effect were tested with path analysis using PROCESS v2.13, a macro created by [51] for SPSS."
10.1371_journal.pone.0159250,"In order to refine our understanding of the associations between respondents’ awareness and attitudes and respondents’ personal and household characteristics, we conduct multivariate regression analyses (Stata 13.1)."
10.1371_journal.ppat.1003083,"Using reciprocal best-BLAST hit (RBH) criteria, 6325 (62%) of honeybee genes had an assignable fly ortholog."
10.1371_journal.pone.0064522,"Analyses were conducted with SAS software Version 9.2 [30], and SUDAAN software Release 10.0 [31], and incorporated weighting to account for sampling design."
10.1371_journal.pone.0081115,We used multiple imputation (Proc MI in SAS) to assign values for variables with missing data.
10.1371_journal.pone.0196327,"All analyses were conducted using IBM SPSS Statistics, Version 22 with weighted data."
10.1371_journal.pone.0004983,"Comb area and T levels were measured prior to and after treatments, so we tested for treatment effects on changes over time using Generalized Linear Mixed Models (Mixed procedure in SAS)."
10.1371_journal.pone.0195430,The statistical analysis was conducted using SPSS Version 22.
10.1371_journal.pone.0144947,All analyses were performed with SPSS® for Windows version 21.
10.1371_journal.pone.0171782,Mediation analyses were computed using the MEDIATE SPSS custom dialog [21].
10.1371_journal.pone.0183782,"SPSS 23 (IBM, Armonk, New York) was used for all analyses."
10.1371_journal.pone.0024858,"The data were analyzed using SPSS software (Statistical Package for the Social Sciences, version 17.0)."
10.1371_journal.pone.0100231,All analyses were performed with the STATA software version 10.
10.1371_journal.pone.0005987,"For the pre-processing and statistical analyses, the statistical parametric mapping software package (SPM5, Wellcome Department of Cognitive Neurology, London; www.fil.ion.ucl.ac.uk/spm) was used and implemented in Matlab (Mathworks, Inc., Natick, MA, USA release 14)."
10.1371_journal.pone.0084492,"MRI data was analyzed using SPSS Statistics (IBM, version 19) using a generalized linear model fitted to a gamma distribution, with MAM treatment, enrichment, and gender as factors."
10.1371_journal.pone.0182399,"The research study details were recorded in MS Excel in the apriori descriptive mapping categories of geographic focus, aims of the study, peer review status, type of report, key findings, methods and sample size."
10.1371_journal.pone.0206032,All analyses were done in Stata 14.
10.1371_journal.pone.0146382,All statistical analyses were performed using IBM SPSS Statistics v.22.
10.1371_journal.pone.0149195,"All analyses were performed in Stata version 14 (Texas, USA)."
10.1371_journal.pone.0201215,We carried out all our analyses using Stata 12 [50].
10.1371_journal.pone.0175651,"Using the SPSS 18.0 software package (IBM, Armonk, NY, USA), we employed one repeated-measures Analysis of Variance Analysis test (ANOVA) to check the effect of provocation."
10.1371_journal.pone.0198423,"With the aim of further refining the variable assessment of the phenomenon and attending to its specificity, an extra field ‘general comments’ was added to the Excel matrix, which allowed us to qualitatively address specific aspects that had driven the usage of a specific code and that later would help us to refine the definition by category and code."
10.1371_journal.pone.0111169,"We used the computer software, STATA 12.1 for all analyses."
10.1371_journal.pone.0144456,Statistical analyses were conducted using Stata 13.1 statistical software.
10.1371_journal.pone.0190254,Responses were then analyzed using SPSS version 23 to determine descriptive frequencies.
10.1371_journal.pone.0207680,Analyses were conducted using SPSS v21.0.
